Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
TDRKH	q<=5.0e-20	24.9	14.0	0.83
PLCB4	3.6e-05	7.7	13.7	-0.83
ZBTB44	5.3e-19	19.9	35.5	-0.83
PPP1CA	q<=5.0e-20	261.2	146.8	0.83
PEMT	1.2e-09	21.1	37.4	-0.83
PDPN	1.6e-10	20.2	36.0	-0.83
RUBCNL	8.6e-05	2.0	3.5	-0.83
CCNL1	7.3e-17	50.1	88.9	-0.83
ATP10D	2.4e-17	7.6	13.4	-0.83
LINC00665	q<=5.0e-20	79.1	44.6	0.83
ZC3H6	1.0e-18	4.0	7.2	-0.83
CYB561	q<=5.0e-20	150.5	84.5	0.83
FHDC1	q<=5.0e-20	9.0	5.1	0.83
ILDR1	q<=5.0e-20	13.4	7.6	0.83
USP44	2.9e-17	1.0	1.8	-0.83
DOK3	q<=5.0e-20	7.0	3.9	0.83
LINC02609	4.7e-08	2.1	3.7	-0.83
HMBOX1	3.0e-12	10.5	18.6	-0.83
NKILA	q<=5.0e-20	2.7	1.5	0.83
CARD19	q<=5.0e-20	59.8	34.0	0.82
ERAP1	1.1e-16	32.7	58.0	-0.82
NLRX1	q<=5.0e-20	11.8	20.9	-0.82
TBRG1	q<=5.0e-20	9.4	16.7	-0.82
SMS	q<=5.0e-20	179.3	101.2	0.82
ENDOD1	q<=5.0e-20	30.7	54.3	-0.82
FCN3	2.0e-08	2.8	4.9	-0.82
SUCLA2	q<=5.0e-20	43.9	77.7	-0.82
TUBG2	q<=5.0e-20	21.6	38.2	-0.82
GJB3	2.5e-12	1.0	1.8	-0.82
VOPP1	q<=5.0e-20	51.6	29.2	0.82
SERPINE1	1.4e-10	43.3	24.5	0.82
ZNF48	q<=5.0e-20	17.4	9.9	0.82
CKMT1A	q<=5.0e-20	4.0	2.3	0.82
RPL26L1	q<=5.0e-20	63.2	35.7	0.82
SMIM1	q<=5.0e-20	11.1	6.3	0.82
AKAP11	6.2e-16	17.7	31.4	-0.82
SAMD10	q<=5.0e-20	13.7	7.8	0.82
CENPP	q<=5.0e-20	3.2	1.8	0.82
MAP3K3	q<=5.0e-20	20.3	35.9	-0.82
EHD3	5.6e-12	9.6	16.9	-0.82
ASPSCR1	q<=5.0e-20	44.6	25.3	0.82
MIR548AR	2.5e-04	1.0	1.8	-0.82
TUBE1	q<=5.0e-20	11.8	20.7	-0.82
SIK3	2.1e-16	21.5	37.9	-0.82
PARD6G	1.8e-13	7.7	13.6	-0.82
CAMP	4.0e-10	1.8	1.0	0.82
RASGRF2-AS1	1.1e-07	1.0	1.8	-0.82
LINC01497	1.5e-12	1.0	1.8	-0.82
KMO	q<=5.0e-20	1.8	1.0	0.82
S100A11	q<=5.0e-20	2100.4	1192.9	0.82
TMEM9B-AS1	2.0e-05	7.7	13.7	-0.82
PDRG1	q<=5.0e-20	39.5	22.3	0.82
VAMP8	q<=5.0e-20	486.9	276.4	0.82
ELK3	1.7e-18	41.2	72.7	-0.82
TSEN54	q<=5.0e-20	49.4	27.9	0.82
REEP6	q<=5.0e-20	97.9	55.4	0.82
SDCBP2-AS1	3.8e-04	2.8	5.0	-0.82
TAP1	q<=5.0e-20	78.6	44.6	0.82
LINC02511	8.7e-14	1.0	1.8	-0.82
MEIS3	q<=5.0e-20	33.0	18.7	0.82
PDK2	2.6e-12	17.8	31.5	-0.82
CKAP4	q<=5.0e-20	127.5	72.4	0.82
STAT4	3.9e-06	2.1	3.7	-0.82
SELE	5.0e-04	3.4	5.9	-0.82
AFF1	2.7e-17	27.5	48.4	-0.82
LMNTD2	q<=5.0e-20	2.9	1.6	0.82
MX1	q<=5.0e-20	76.2	43.3	0.82
PHYKPL	1.0e-18	28.5	50.4	-0.82
RCOR2	3.7e-14	2.1	1.2	0.82
NRBP2	2.8e-14	17.5	31.0	-0.82
CLIC3	q<=5.0e-20	8.4	4.7	0.82
NHS	1.4e-07	3.0	5.3	-0.82
SHOX2	5.1e-09	3.6	6.3	-0.82
UQCC3	q<=5.0e-20	8.0	4.5	0.82
ENPEP	3.0e-10	4.4	7.7	-0.82
DISC1	4.1e-11	3.6	6.3	-0.82
FAM241A	1.1e-11	10.6	18.7	-0.82
LINC02606	6.4e-13	1.3	2.4	-0.82
ADCY6	5.5e-15	27.6	48.8	-0.82
LINC02593	q<=5.0e-20	3.4	1.9	0.82
RAB11FIP4	q<=5.0e-20	14.7	8.3	0.82
SLC18B1	q<=5.0e-20	15.3	27.1	-0.82
CES2	q<=5.0e-20	25.5	45.1	-0.82
RNU6-8	9.4e-04	3.5	6.2	-0.82
ZNF726	q<=5.0e-20	4.1	2.3	0.82
OXLD1	q<=5.0e-20	50.2	28.7	0.81
CCR7	8.5e-07	4.1	2.4	0.81
AIM2	q<=5.0e-20	2.1	1.2	0.81
PHLPP1	1.8e-15	9.7	17.0	-0.81
DYNLT2B	q<=5.0e-20	5.9	3.3	0.81
PLVAP	2.0e-10	112.6	197.6	-0.81
NMRAL1	q<=5.0e-20	116.4	66.1	0.81
GLIPR2	3.3e-08	36.2	63.4	-0.81
CLK4	1.1e-18	20.5	35.9	-0.81
LRP8	q<=5.0e-20	2.5	1.4	0.81
BLNK	q<=5.0e-20	9.5	5.4	0.81
LRRC70	7.8e-16	1.0	1.8	-0.81
DHRS12	q<=5.0e-20	7.4	12.9	-0.81
AP1S3	q<=5.0e-20	3.9	2.2	0.81
LIG1	q<=5.0e-20	27.0	15.4	0.81
ZSCAN12	5.7e-13	4.5	7.8	-0.81
MCCC1	1.1e-10	26.4	46.5	-0.81
C17orf49	1.4e-13	1.3	2.3	-0.81
SIPA1L3	q<=5.0e-20	31.3	17.8	0.81
GTF2IRD2	6.7e-18	2.8	4.8	-0.81
CDKN2B-AS1	q<=5.0e-20	1.7	1.0	0.81
LYRM9	q<=5.0e-20	8.8	15.4	-0.81
NFATC3	q<=5.0e-20	8.9	15.6	-0.81
GATA6	3.1e-07	3.1	5.4	-0.81
KDM5B	q<=5.0e-20	51.9	29.7	0.81
MIR4458HG	2.8e-16	3.4	5.9	-0.81
PLAC1	q<=5.0e-20	1.7	1.0	0.81
RPL34	q<=5.0e-20	1278.5	2240.4	-0.81
CLEC2B	5.8e-15	16.6	29.1	-0.81
STX7	q<=5.0e-20	12.4	21.7	-0.81
SCAPER	q<=5.0e-20	8.3	14.6	-0.81
LINC02104	5.0e-09	1.0	1.8	-0.81
FLJ12825	q<=5.0e-20	3.2	1.8	0.81
OTUB2	q<=5.0e-20	2.5	1.4	0.81
ARID4A	q<=5.0e-20	12.4	21.8	-0.81
PJA2	q<=5.0e-20	78.5	137.8	-0.81
SIRPG	1.5e-16	2.4	1.4	0.81
HEPH	9.9e-09	11.2	19.7	-0.81
ZNF205	q<=5.0e-20	12.8	7.3	0.81
PREX1	1.3e-19	63.4	36.1	0.81
NDUFAF6	q<=5.0e-20	30.5	17.5	0.81
KNOP1	q<=5.0e-20	9.5	5.4	0.81
MMEL1	q<=5.0e-20	1.9	1.1	0.81
ADCY3	q<=5.0e-20	14.0	24.7	-0.81
COPE	q<=5.0e-20	169.9	96.9	0.81
TTC7B	2.2e-16	1.8	3.2	-0.81
HPRT1	q<=5.0e-20	69.8	39.9	0.81
SYCP2	q<=5.0e-20	14.1	8.0	0.81
RAB11B-AS1	q<=5.0e-20	3.4	6.0	-0.81
MANF	q<=5.0e-20	177.7	102.1	0.80
NIFK-AS1	q<=5.0e-20	6.5	11.2	-0.80
SAP30	q<=5.0e-20	26.1	14.9	0.80
CKMT2-AS1	5.3e-19	6.3	10.9	-0.80
TNFRSF4	q<=5.0e-20	6.8	3.9	0.80
KLHL4	1.5e-11	1.0	1.7	-0.80
GPR89A	q<=5.0e-20	8.3	4.8	0.80
GTF2IRD2B	q<=5.0e-20	4.5	7.8	-0.80
KCTD13	q<=5.0e-20	32.8	18.9	0.80
TRPS1	q<=5.0e-20	122.0	70.1	0.80
SLC2A3	1.5e-06	17.6	30.6	-0.80
STOM	3.5e-14	230.9	403.0	-0.80
KREMEN2	q<=5.0e-20	1.7	1.0	0.80
NLRP3	1.1e-08	2.3	4.0	-0.80
MAGED1	q<=5.0e-20	266.2	152.5	0.80
TBC1D31	q<=5.0e-20	8.3	4.8	0.80
NOTCH1	1.0e-11	14.1	24.6	-0.80
EVA1B	q<=5.0e-20	28.7	16.6	0.80
KCNJ2-AS1	1.7e-18	1.0	1.7	-0.80
ST8SIA2	8.0e-08	1.0	1.7	-0.80
EPSTI1	q<=5.0e-20	15.1	8.7	0.80
ARL15	q<=5.0e-20	18.9	32.9	-0.80
SOX9	5.9e-04	59.2	102.8	-0.80
FAM219B	q<=5.0e-20	8.5	14.8	-0.80
DCAF13	q<=5.0e-20	82.1	47.2	0.80
ERMP1	q<=5.0e-20	54.8	31.6	0.80
CTLA4	2.0e-07	1.7	1.0	0.80
REM2	q<=5.0e-20	1.7	1.0	0.80
CD276	q<=5.0e-20	114.1	65.6	0.80
FBXL19-AS1	q<=5.0e-20	2.8	1.6	0.80
CCN2	1.1e-04	299.6	520.8	-0.80
DGKI	2.0e-07	1.0	1.7	-0.80
IGFBP5	1.7e-04	247.8	431.4	-0.80
NME4	q<=5.0e-20	269.6	154.9	0.80
SUSD4	q<=5.0e-20	26.9	15.4	0.80
ANKMY2	q<=5.0e-20	18.8	32.8	-0.80
ISOC2	q<=5.0e-20	108.7	62.4	0.80
TSHZ3	6.2e-18	14.6	25.3	-0.80
IL16	3.5e-07	4.1	7.0	-0.80
TSHZ1	q<=5.0e-20	18.0	31.2	-0.80
SERPINI1	4.1e-05	14.4	24.9	-0.80
GPR132	q<=5.0e-20	4.7	2.7	0.80
ABCB8	q<=5.0e-20	22.6	13.0	0.80
KANSL1-AS1	2.2e-06	6.4	11.2	-0.80
ASPHD2	q<=5.0e-20	2.3	1.3	0.80
PLEKHG4	4.2e-06	8.5	14.8	-0.80
CCDC24	q<=5.0e-20	29.9	17.2	0.80
INKA1	2.1e-11	4.0	7.0	-0.80
PURA	1.1e-18	9.7	16.9	-0.80
XBP1	q<=5.0e-20	2753.3	1586.1	0.80
GATM	4.1e-06	23.2	40.5	-0.80
ZC3H3	q<=5.0e-20	37.6	21.6	0.80
AP2S1	q<=5.0e-20	247.9	142.1	0.80
GRAMD1A	q<=5.0e-20	90.6	52.2	0.80
TPM1	1.6e-05	357.8	624.3	-0.80
PLCD1	q<=5.0e-20	16.2	28.2	-0.80
CWF19L2	q<=5.0e-20	15.0	26.1	-0.80
C4B	q<=5.0e-20	22.4	12.9	0.80
KCNH3	1.2e-04	1.0	1.7	-0.79
MSC-AS1	1.3e-04	1.7	2.8	-0.79
CCSER2	q<=5.0e-20	21.3	36.9	-0.79
FAM171A2	q<=5.0e-20	2.0	1.2	0.79
RPL9	q<=5.0e-20	1081.9	1864.3	-0.79
RIIAD1	q<=5.0e-20	1.7	1.0	0.79
TTLL11	q<=5.0e-20	1.3	2.2	-0.79
PDXDC1	q<=5.0e-20	166.9	96.4	0.79
PHF10	q<=5.0e-20	82.6	143.3	-0.79
MEF2A	q<=5.0e-20	25.7	44.3	-0.79
LNP1	q<=5.0e-20	3.3	5.7	-0.79
HIVEP2	3.3e-15	9.6	16.5	-0.79
TARS2	q<=5.0e-20	54.2	31.4	0.79
KCNN3	3.0e-06	1.1	1.9	-0.79
SNORD93	2.8e-06	1.0	1.7	-0.79
MDK	q<=5.0e-20	356.3	205.7	0.79
FPR3	1.1e-07	23.8	13.7	0.79
RAB40C	q<=5.0e-20	37.8	21.9	0.79
DPM2	q<=5.0e-20	170.7	98.6	0.79
GCAT	q<=5.0e-20	24.2	14.0	0.79
RNF38	q<=5.0e-20	27.5	47.7	-0.79
DKK2	1.6e-04	2.4	4.2	-0.79
PRLR	q<=5.0e-20	135.5	78.2	0.79
MIR4664	q<=5.0e-20	20.7	11.9	0.79
CENPH	q<=5.0e-20	18.9	10.9	0.79
LAMB2	q<=5.0e-20	129.1	223.5	-0.79
ABHD12B	1.5e-07	1.0	1.7	-0.79
CRB2	1.9e-11	1.0	1.7	-0.79
PSMG3	q<=5.0e-20	70.0	40.6	0.79
RHCE	q<=5.0e-20	1.7	1.0	0.79
RUSC2	q<=5.0e-20	16.4	28.4	-0.79
ABHD14B	q<=5.0e-20	91.6	158.7	-0.79
TRERF1	q<=5.0e-20	10.0	5.8	0.79
OVOL2	q<=5.0e-20	26.7	15.4	0.79
RPS25	q<=5.0e-20	1967.6	3392.0	-0.79
ITGB1	7.7e-14	269.5	465.8	-0.79
RHBDD3	q<=5.0e-20	33.5	19.3	0.79
IFI16	3.6e-14	68.8	119.0	-0.79
FDXR	q<=5.0e-20	20.7	11.9	0.79
FGFR4	1.1e-16	5.7	3.3	0.79
POGLUT3	2.3e-16	26.3	45.4	-0.79
ANKRD6	q<=5.0e-20	3.4	6.0	-0.79
FAM13B	q<=5.0e-20	17.6	30.4	-0.79
KBTBD3	q<=5.0e-20	3.6	6.2	-0.79
PIKFYVE	3.5e-17	14.1	24.4	-0.79
SFXN1	q<=5.0e-20	30.9	17.9	0.79
SYDE1	1.1e-19	10.7	18.6	-0.79
INTU	1.4e-11	3.4	5.8	-0.79
IL18	q<=5.0e-20	19.8	11.4	0.79
FAHD2A	q<=5.0e-20	7.1	12.2	-0.79
BBS10	q<=5.0e-20	13.5	23.3	-0.79
TNKS2-AS1	6.5e-04	1.2	2.1	-0.79
LIMK1	q<=5.0e-20	45.9	26.5	0.79
NR1H3	2.8e-18	35.0	60.3	-0.79
ADGRL1-AS1	3.6e-07	1.2	2.2	-0.79
TMUB1	q<=5.0e-20	55.6	32.2	0.79
IL20	q<=5.0e-20	1.7	1.0	0.79
SFXN2	q<=5.0e-20	11.1	6.5	0.78
DRAP1	q<=5.0e-20	216.5	125.7	0.78
RBMXL1	q<=5.0e-20	11.8	20.2	-0.78
LINC00484	4.8e-04	1.0	1.7	-0.78
FLNA	8.2e-10	257.2	441.0	-0.78
FEZ2	1.4e-19	55.4	95.0	-0.78
SP2-AS1	1.1e-09	2.9	5.0	-0.78
NOP53	3.1e-14	367.5	632.5	-0.78
RPL5	q<=5.0e-20	1900.6	3257.5	-0.78
FBXO41	q<=5.0e-20	6.0	3.5	0.78
PIK3CA	2.4e-15	10.7	18.4	-0.78
RAB8B	3.7e-18	16.6	28.4	-0.78
GPR155	1.5e-12	3.3	5.7	-0.78
MTMR3	q<=5.0e-20	2.3	4.0	-0.78
PNP	q<=5.0e-20	45.0	26.2	0.78
KLRG2	q<=5.0e-20	3.6	2.1	0.78
HMGB2	q<=5.0e-20	201.5	117.1	0.78
LOC101927055	2.3e-08	2.4	4.1	-0.78
MYH10	1.5e-17	30.4	52.3	-0.78
CALCRL	1.3e-05	12.6	21.6	-0.78
DSN1	q<=5.0e-20	31.1	18.1	0.78
ADGRG3	1.4e-09	1.0	1.7	-0.78
PSENEN	q<=5.0e-20	46.2	26.9	0.78
LZTS1	6.8e-09	6.6	11.3	-0.78
ATP5IF1	q<=5.0e-20	213.8	124.2	0.78
SRP9	q<=5.0e-20	399.8	233.2	0.78
FYCO1	2.5e-14	22.0	37.8	-0.78
LYRM7	q<=5.0e-20	7.6	13.0	-0.78
ORAI2	q<=5.0e-20	12.6	7.4	0.78
ITIH6	q<=5.0e-20	2.5	1.4	0.78
MSN	2.9e-15	206.1	353.2	-0.78
HDAC11	q<=5.0e-20	40.5	23.7	0.78
SAP30L	q<=5.0e-20	20.6	35.4	-0.78
TBC1D30	q<=5.0e-20	6.4	3.7	0.78
GAPT	4.2e-19	3.3	1.9	0.78
NRSN2	q<=5.0e-20	72.8	42.4	0.78
CISD3	q<=5.0e-20	33.9	19.8	0.78
ATP6V1C2	1.1e-07	1.2	2.1	-0.78
ROMO1	q<=5.0e-20	260.6	152.1	0.78
SH3GLB1	q<=5.0e-20	52.0	88.9	-0.78
ESYT3	9.2e-04	1.0	1.7	-0.78
SRGN	1.4e-06	108.2	186.3	-0.78
SHTN1	q<=5.0e-20	49.0	28.5	0.78
PTMS	q<=5.0e-20	652.2	381.0	0.78
BRICD5	q<=5.0e-20	4.7	2.8	0.78
CREBL2	q<=5.0e-20	54.5	93.5	-0.78
CCNB1IP1	6.3e-15	45.6	78.1	-0.78
ANKRD40	2.7e-14	29.9	51.3	-0.78
DYRK3	1.7e-10	6.6	11.3	-0.78
XYLT1	6.7e-08	6.2	10.6	-0.78
PIGL	1.0e-08	12.2	20.9	-0.78
CEP85	q<=5.0e-20	17.1	9.9	0.78
HOXB-AS3	2.1e-19	1.1	1.8	-0.78
TLN1	2.8e-19	117.8	202.4	-0.78
PARP10	q<=5.0e-20	58.2	33.8	0.78
ERMAP	q<=5.0e-20	9.4	16.3	-0.78
REEP1	q<=5.0e-20	11.0	6.4	0.78
RAP2C-AS1	1.1e-09	2.2	3.7	-0.78
SNN	4.6e-17	32.6	56.1	-0.78
COMMD5	q<=5.0e-20	57.4	33.4	0.78
TMEM252	3.7e-14	1.0	1.7	-0.77
C1QTNF3	1.1e-08	6.2	3.6	0.77
UVRAG-DT	2.8e-06	1.0	1.7	-0.77
ZNF10	2.1e-13	5.1	8.8	-0.77
VWA1	q<=5.0e-20	58.9	34.5	0.77
SLC25A20	q<=5.0e-20	26.1	44.6	-0.77
SH3KBP1	1.8e-11	22.5	38.3	-0.77
PSCA	1.8e-06	3.2	1.9	0.77
CHAF1A	q<=5.0e-20	16.9	9.9	0.77
THOC6	q<=5.0e-20	51.6	30.2	0.77
MTCL1	q<=5.0e-20	4.3	2.5	0.77
TRIB1	9.7e-06	75.3	128.0	-0.77
RERE	q<=5.0e-20	49.2	83.9	-0.77
FAM189B	q<=5.0e-20	39.1	23.0	0.77
NUDT1	q<=5.0e-20	46.6	27.2	0.77
RAB3D	q<=5.0e-20	32.0	18.8	0.77
DOCK8	4.4e-13	13.4	22.9	-0.77
FANCF	q<=5.0e-20	20.6	12.1	0.77
ZNF707	q<=5.0e-20	31.9	18.7	0.77
HCFC2	q<=5.0e-20	7.8	13.3	-0.77
KIF1B	5.9e-09	18.8	32.1	-0.77
SREBF1	q<=5.0e-20	137.0	80.2	0.77
RUVBL1	q<=5.0e-20	82.5	48.2	0.77
SEC61G	q<=5.0e-20	324.1	190.3	0.77
AXL	2.2e-17	32.0	54.7	-0.77
NEK5	q<=5.0e-20	3.2	1.9	0.77
SMARCA1	3.4e-14	34.2	58.3	-0.77
PARP9	q<=5.0e-20	74.2	43.5	0.77
MIEN1	q<=5.0e-20	56.8	33.2	0.77
SALL4	q<=5.0e-20	1.7	1.0	0.77
LBH	2.4e-09	54.0	92.2	-0.77
CBX3	q<=5.0e-20	308.7	180.9	0.77
VAMP3	q<=5.0e-20	115.1	196.0	-0.77
ZFTA	q<=5.0e-20	9.7	16.5	-0.77
OLFML3	2.2e-06	77.0	131.6	-0.77
LILRB4	2.7e-16	13.5	7.9	0.77
LIMA1	q<=5.0e-20	104.4	178.4	-0.77
MSANTD2	4.5e-17	8.9	15.2	-0.77
TP53INP1	q<=5.0e-20	47.4	27.8	0.77
PINK1	6.0e-18	13.5	23.1	-0.77
GNG5	q<=5.0e-20	10.5	6.1	0.77
USP25	2.0e-14	23.9	40.8	-0.77
PANX2	q<=5.0e-20	3.0	1.7	0.77
PHKA2	1.7e-18	12.2	20.7	-0.77
DOCK6	8.9e-16	13.5	23.1	-0.77
CIAO3	q<=5.0e-20	33.0	19.4	0.77
LPCAT4	q<=5.0e-20	21.2	36.2	-0.77
C2orf74	1.0e-14	1.0	1.7	-0.77
ITGA3	8.2e-07	45.8	78.2	-0.77
GLIDR	q<=5.0e-20	2.7	4.6	-0.77
LRRIQ3	3.4e-05	1.2	2.1	-0.77
MRPL17	q<=5.0e-20	61.3	36.0	0.77
TANGO6	q<=5.0e-20	5.8	9.8	-0.77
MYDGF	q<=5.0e-20	215.8	126.7	0.77
RCC2	q<=5.0e-20	116.1	68.8	0.76
HYLS1	q<=5.0e-20	16.4	9.7	0.76
ARFGAP1	q<=5.0e-20	73.3	43.4	0.76
PYGO2	q<=5.0e-20	84.7	49.9	0.76
CARF	9.3e-12	3.1	5.3	-0.76
DNMT1	q<=5.0e-20	53.4	31.4	0.76
EIF5A2	5.6e-12	2.8	4.8	-0.76
ETFB	3.4e-10	22.4	37.9	-0.76
DENND5A	q<=5.0e-20	39.2	66.3	-0.76
FBXO27	1.8e-07	6.3	10.6	-0.76
TENT5A	1.4e-04	12.7	21.5	-0.76
BACE1	q<=5.0e-20	8.3	14.1	-0.76
ACOT4	q<=5.0e-20	22.8	13.5	0.76
BTAF1	3.1e-12	13.1	22.2	-0.76
EVC	8.4e-15	13.3	22.4	-0.76
SNORD3A	2.5e-07	8.7	5.1	0.76
ABTB1	1.2e-18	32.9	55.7	-0.76
SNX1	q<=5.0e-20	44.4	75.4	-0.76
ABRAXAS1	q<=5.0e-20	4.2	7.1	-0.76
TOMM5	6.3e-06	3.5	6.0	-0.76
PKD1	1.9e-14	11.3	19.1	-0.76
CLN8	q<=5.0e-20	4.7	8.0	-0.76
SELENOI	q<=5.0e-20	23.2	13.7	0.76
TLE1	q<=5.0e-20	23.4	39.6	-0.76
INPP5D	1.5e-08	12.2	20.6	-0.76
TTC38	q<=5.0e-20	24.8	42.0	-0.76
CCDC96	q<=5.0e-20	5.1	3.0	0.76
C1GALT1	1.1e-05	8.4	14.2	-0.76
DOC2A	q<=5.0e-20	3.1	1.9	0.76
SP2-DT	q<=5.0e-20	14.1	23.8	-0.76
LYST	1.2e-08	9.0	15.2	-0.76
GTF3C1	q<=5.0e-20	59.1	34.8	0.76
MMP12	1.3e-12	1.7	1.0	0.76
SPATC1L	q<=5.0e-20	11.6	6.8	0.76
GALNT7	q<=5.0e-20	53.2	31.4	0.76
TCEA3	1.2e-18	103.6	61.0	0.76
TRIM3	q<=5.0e-20	27.2	16.1	0.76
WNT2	5.2e-12	5.9	3.5	0.76
DLX3	q<=5.0e-20	3.1	1.9	0.76
PTPRS	6.3e-12	20.7	35.0	-0.76
ZBTB42	q<=5.0e-20	24.6	14.5	0.76
TMEM98	1.3e-10	26.1	44.2	-0.76
SECTM1	q<=5.0e-20	30.4	18.0	0.76
RRS1	q<=5.0e-20	29.2	17.2	0.76
ALDH18A1	q<=5.0e-20	109.7	65.0	0.76
GNB5	2.5e-16	4.4	7.5	-0.76
RTKN	q<=5.0e-20	56.7	33.4	0.76
DCP1A	q<=5.0e-20	16.2	27.4	-0.76
FCMR	1.3e-13	11.0	6.5	0.76
SCX	q<=5.0e-20	1.7	1.0	0.75
ZBP1	q<=5.0e-20	2.9	1.8	0.75
MFSD12	q<=5.0e-20	52.8	31.4	0.75
NDUFS6	q<=5.0e-20	235.5	140.3	0.75
NEK7	7.1e-12	42.6	71.7	-0.75
CNFN	q<=5.0e-20	16.5	9.8	0.75
MIS18A	q<=5.0e-20	27.7	16.5	0.75
EFEMP2	4.0e-19	64.4	108.3	-0.75
PRAF2	q<=5.0e-20	15.9	9.4	0.75
PKP2	1.6e-04	13.4	22.4	-0.75
C2CD4D	q<=5.0e-20	2.3	1.3	0.75
GK	q<=5.0e-20	4.4	2.6	0.75
KMT5C	q<=5.0e-20	14.3	8.5	0.75
SNORA73B	5.6e-07	4.8	2.8	0.75
CALR	q<=5.0e-20	994.5	590.8	0.75
ARFGEF3	1.1e-11	24.7	14.7	0.75
LYPLAL1-DT	5.1e-16	1.0	1.7	-0.75
PRCC	q<=5.0e-20	116.9	69.5	0.75
CARD8	q<=5.0e-20	15.5	26.0	-0.75
MRPS26	q<=5.0e-20	110.0	65.3	0.75
NCOA1	q<=5.0e-20	28.3	47.6	-0.75
PWWP2B	q<=5.0e-20	24.9	14.8	0.75
PNISR	5.7e-15	43.2	72.7	-0.75
FBXO16	q<=5.0e-20	7.0	4.2	0.75
ZNF280D	q<=5.0e-20	11.8	19.8	-0.75
GMFG	8.4e-09	53.1	89.4	-0.75
TMCO1	q<=5.0e-20	115.1	68.6	0.75
LINC00445	8.1e-07	1.0	1.7	-0.75
MYO1G	9.3e-17	6.6	4.0	0.75
KIFC3	1.8e-11	10.9	18.3	-0.75
RFC4	q<=5.0e-20	39.0	23.1	0.75
STAT1	q<=5.0e-20	187.1	111.2	0.75
GUSBP11	2.0e-09	5.1	8.5	-0.75
C16orf91	q<=5.0e-20	37.5	22.3	0.75
BAK1	q<=5.0e-20	27.6	16.5	0.75
FUT8	q<=5.0e-20	42.3	25.1	0.75
POLR1E	7.0e-20	32.4	54.4	-0.75
CYBC1	q<=5.0e-20	93.9	56.0	0.75
ATP11C	6.8e-14	10.1	17.1	-0.75
TTLL3	1.2e-04	7.1	11.9	-0.75
JAK2	2.6e-11	8.2	13.8	-0.75
FAM50A	q<=5.0e-20	129.3	77.0	0.75
CAPN15	q<=5.0e-20	18.8	11.2	0.75
LRIG1	6.1e-13	70.0	117.5	-0.75
DPCD	q<=5.0e-20	53.9	32.1	0.75
MBIP	q<=5.0e-20	23.2	39.1	-0.75
SLC25A16	1.1e-12	17.0	28.7	-0.75
TGFB3	q<=5.0e-20	55.0	32.7	0.75
SPIRE2	q<=5.0e-20	7.8	4.6	0.75
PLAAT4	q<=5.0e-20	312.3	185.1	0.75
SLC27A4	q<=5.0e-20	37.5	22.2	0.75
SF3B4	q<=5.0e-20	205.0	121.7	0.75
LINC02035	q<=5.0e-20	3.7	6.1	-0.74
SNX18	q<=5.0e-20	22.1	36.9	-0.74
VPS13A	2.9e-12	8.2	13.8	-0.74
TRIOBP	q<=5.0e-20	25.4	42.4	-0.74
LINC00852	6.6e-06	1.3	2.2	-0.74
LYPLA1	q<=5.0e-20	102.1	61.0	0.74
DHCR24	q<=5.0e-20	402.7	240.5	0.74
C2orf15	q<=5.0e-20	7.3	4.4	0.74
ZNF695	q<=5.0e-20	1.7	1.0	0.74
PCGF2	q<=5.0e-20	53.6	32.1	0.74
PSMB3	q<=5.0e-20	376.8	225.4	0.74
ZMYND19	q<=5.0e-20	39.4	23.5	0.74
KIZ	q<=5.0e-20	20.0	33.6	-0.74
SCHIP1	1.7e-07	1.0	1.7	-0.74
GPD1L	3.6e-14	52.0	86.9	-0.74
RUVBL2	q<=5.0e-20	140.2	84.1	0.74
AGO4	q<=5.0e-20	12.9	21.5	-0.74
ATP11A	4.1e-05	8.4	14.0	-0.74
EFNA1	q<=5.0e-20	210.8	126.2	0.74
CYTOR	q<=5.0e-20	38.2	22.9	0.74
GIPC1	q<=5.0e-20	146.2	87.6	0.74
AKAP1	5.2e-19	57.0	95.2	-0.74
FBXL3	q<=5.0e-20	39.7	66.4	-0.74
HOMER3	q<=5.0e-20	18.8	11.2	0.74
BNC2	6.0e-04	2.5	4.2	-0.74
LCN12	q<=5.0e-20	4.3	2.5	0.74
PLBD1-AS1	1.4e-08	15.2	25.5	-0.74
PTGIR	4.1e-12	3.3	2.0	0.74
ZNF672	q<=5.0e-20	41.4	24.7	0.74
ITIH2	6.0e-05	1.0	1.7	-0.74
C21orf91	5.1e-11	9.2	15.3	-0.74
N4BP2L2	1.4e-16	43.0	72.0	-0.74
HSDL2	4.4e-11	47.3	78.8	-0.74
C20orf144	1.2e-07	1.7	1.0	0.74
FANCB	q<=5.0e-20	1.7	1.0	0.74
FIBIN	1.8e-05	15.2	25.4	-0.74
STX12	q<=5.0e-20	53.0	88.4	-0.74
TOMM7	q<=5.0e-20	716.9	1200.6	-0.74
GSTA4	5.9e-10	33.5	55.9	-0.74
ALG1	q<=5.0e-20	15.8	9.4	0.74
ETFDH	3.3e-16	21.0	35.0	-0.74
LINC01431	2.7e-04	1.1	1.9	-0.74
ESD	q<=5.0e-20	179.7	299.9	-0.74
YIF1A	q<=5.0e-20	159.5	95.6	0.74
EFR3B	q<=5.0e-20	2.6	1.6	0.74
RRAS	2.3e-13	86.4	144.5	-0.74
